,ISBN,bookAuthor,category,yearOfPublication,publisher,bookTitle,imageUrlS,imageUrlM,imageUrlL
96,312278586,Emma McLaughlin,economics,2002,St. Martin's Press,The Nanny Diaries: A Novel,http://images.amazon.com/images/P/0312278586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312278586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312278586.01.LZZZZZZZ.jpg
97,380710218,Patricia Daniels Cornwell,economics,1993,Harper Mass Market Paperbacks (Mm),Postmortem,http://images.amazon.com/images/P/0380710218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380710218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380710218.01.LZZZZZZZ.jpg
98,671673688,Mary Higgins Clark,economics,1990,Pocket,While My Pretty One Sleeps,http://images.amazon.com/images/P/0671673688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.LZZZZZZZ.jpg
99,156027321,Yann Martel,economics,2003,Harvest Books,Life of Pi,http://images.amazon.com/images/P/0156027321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156027321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156027321.01.LZZZZZZZ.jpg
100,385721420,JULIA GLASS,economics,2003,Anchor,Three Junes,http://images.amazon.com/images/P/0385721420.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385721420.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385721420.01.LZZZZZZZ.jpg
101,451202341,Tawni O'Dell,cartoon,2001,Signet Book,Back Roads,http://images.amazon.com/images/P/0451202341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451202341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451202341.01.LZZZZZZZ.jpg
102,743418190,Jennifer Weiner,cartoon,2002,Atria Books,In Her Shoes : A Novel,http://images.amazon.com/images/P/0743418190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418190.01.LZZZZZZZ.jpg
103,385335407,Danielle Steel,romance,2001,Delacorte Press,The Kiss,http://images.amazon.com/images/P/0385335407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335407.01.LZZZZZZZ.jpg
104,425181111,Dean R. Koontz,romance,2002,Berkley Publishing Group,Strangers,http://images.amazon.com/images/P/0425181111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425181111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425181111.01.LZZZZZZZ.jpg
105,449907481,JANE SMILEY,romance,1992,Ballantine Books,A Thousand Acres (Ballantine Reader's Circle),http://images.amazon.com/images/P/0449907481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449907481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449907481.01.LZZZZZZZ.jpg
106,515127833,Nora Roberts,romance,2003,Jove Books,River's End,http://images.amazon.com/images/P/0515127833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.LZZZZZZZ.jpg
107,385490992,John Grisham,romance,1998,Doubleday Books,The Street Lawyer,http://images.amazon.com/images/P/0385490992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385490992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385490992.01.LZZZZZZZ.jpg
108,385424728,John Grisham,popularization of science,1994,Doubleday Books,The Chamber,http://images.amazon.com/images/P/0385424728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.LZZZZZZZ.jpg
109,385472951,John Grisham,popularization of science,1997,Doubleday Books,The Partner,http://images.amazon.com/images/P/0385472951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.LZZZZZZZ.jpg
110,425182878,John Sandford,popularization of science,2004,Berkley Publishing Group,Chosen Prey,http://images.amazon.com/images/P/0425182878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.LZZZZZZZ.jpg
111,553564528,TAMI HOAG,popularization of science,1997,Bantam,Guilty as Sin,http://images.amazon.com/images/P/0553564528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.LZZZZZZZ.jpg
112,055356451X,TAMI HOAG,popularization of science,1995,Bantam,Night Sins,http://images.amazon.com/images/P/055356451X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356451X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356451X.01.LZZZZZZZ.jpg
113,042517736X,Robin Cook,popularization of science,2000,Berkley Publishing Group,Abduction,http://images.amazon.com/images/P/042517736X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042517736X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042517736X.01.LZZZZZZZ.jpg
114,345313860,ANNE RICE,popularization of science,1986,Ballantine Books,"The Vampire Lestat (Vampire Chronicles, Book II)",http://images.amazon.com/images/P/0345313860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.LZZZZZZZ.jpg
115,345369947,Anne Rice,popularization of science,1991,Ballantine Books,The Mummy or Ramses the Damned,http://images.amazon.com/images/P/0345369947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345369947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345369947.01.LZZZZZZZ.jpg
116,385306032,Danielle Steel,popularization of science,1993,Delacorte Press,Vanished,http://images.amazon.com/images/P/0385306032.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385306032.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385306032.01.LZZZZZZZ.jpg
117,446394521,Fannie Flagg,popularization of science,1992,Warner Books,Daisy Fay and the Miracle Man,http://images.amazon.com/images/P/0446394521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.LZZZZZZZ.jpg
118,068484267X,Frank McCourt,popularization of science,1999,Scribner,Angela's Ashes: A Memoir,http://images.amazon.com/images/P/068484267X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.LZZZZZZZ.jpg
119,553578693,LISA GARDNER,popularization of science,2002,Bantam,The Next Accident,http://images.amazon.com/images/P/0553578693.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578693.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578693.01.LZZZZZZZ.jpg
120,345413377,PHILIP PULLMAN,popularization of science,2001,Del Rey,"The Amber Spyglass (His Dark Materials, Book 3)",http://images.amazon.com/images/P/0345413377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413377.01.LZZZZZZZ.jpg
121,345413369,PHILIP PULLMAN,popularization of science,1998,Del Rey,"The Subtle Knife (His Dark Materials, Book 2)",http://images.amazon.com/images/P/0345413369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413369.01.LZZZZZZZ.jpg
122,679893105,PHILIP PULLMAN,popularization of science,1998,Knopf Books for Young Readers,"The Golden Compass (His Dark Materials, Book 1)",http://images.amazon.com/images/P/0679893105.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679893105.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679893105.01.LZZZZZZZ.jpg
123,60938455,Eric Schlosser,popularization of science,2002,Perennial,Fast Food Nation: The Dark Side of the All-American Meal,http://images.amazon.com/images/P/0060938455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060938455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060938455.01.LZZZZZZZ.jpg
124,440122090,Maeve Binchy,popularization of science,1989,Dell,Echoes,http://images.amazon.com/images/P/0440122090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440122090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440122090.01.LZZZZZZZ.jpg
125,61009059,Janet Evanovich,popularization of science,1995,HarperTorch,One for the Money (Stephanie Plum Novels (Paperback)),http://images.amazon.com/images/P/0061009059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.LZZZZZZZ.jpg
126,446364193,James Patterson,popularization of science,1993,Warner Books,Along Came a Spider (Alex Cross Novels),http://images.amazon.com/images/P/0446364193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.LZZZZZZZ.jpg
127,446672211,Billie Letts,popularization of science,1998,Warner Books,Where the Heart Is (Oprah's Book Club (Paperback)),http://images.amazon.com/images/P/0446672211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446672211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446672211.01.LZZZZZZZ.jpg
128,140293248,Melissa Bank,popularization of science,2000,Penguin Books,The Girls' Guide to Hunting and Fishing,http://images.amazon.com/images/P/0140293248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.LZZZZZZZ.jpg
129,142000205,Gwyn Hyman Rubio,popularization of science,2001,Penguin Books,Icy Sparks,http://images.amazon.com/images/P/0142000205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.LZZZZZZZ.jpg
130,385504209,Dan Brown,popularization of science,2003,Doubleday,The Da Vinci Code,http://images.amazon.com/images/P/0385504209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.LZZZZZZZ.jpg
131,446525502,Nicholas Sparks,popularization of science,2000,Warner Books,The Rescue,http://images.amazon.com/images/P/0446525502.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446525502.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446525502.01.LZZZZZZZ.jpg
132,385500769,Jane Hamilton,popularization of science,1999,Doubleday Books,A Map of the World,http://images.amazon.com/images/P/0385500769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385500769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385500769.01.LZZZZZZZ.jpg
133,670892963,Helen Fielding,popularization of science,2000,Viking Books,Bridget Jones : The Edge of Reason,http://images.amazon.com/images/P/0670892963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.LZZZZZZZ.jpg
134,425184129,Dave Barry,popularization of science,2002,Berkley Publishing Group,Big Trouble,http://images.amazon.com/images/P/0425184129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425184129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425184129.01.LZZZZZZZ.jpg
135,151001006,David Guterson,popularization of science,1994,Harcourt,Snow Falling on Cedars,http://images.amazon.com/images/P/0151001006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151001006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151001006.01.LZZZZZZZ.jpg
136,385505833,JOHN GRISHAM,popularization of science,2001,Doubleday,Skipping Christmas,http://images.amazon.com/images/P/0385505833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385505833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385505833.01.LZZZZZZZ.jpg
137,679442790,Bernhard Schlink,popularization of science,1997,Random House,The Reader,http://images.amazon.com/images/P/0679442790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679442790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679442790.01.LZZZZZZZ.jpg
138,743206045,Mary Higgins Clark,popularization of science,2002,Simon &amp; Schuster,Daddy's Little Girl,http://images.amazon.com/images/P/0743206045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.LZZZZZZZ.jpg
139,743406176,Marc Levy,popularization of science,2000,Atria,If Only It Were True,http://images.amazon.com/images/P/0743406176.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743406176.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743406176.01.LZZZZZZZ.jpg
140,446523569,Nicholas Sparks,novel,1998,Warner Books,Message in a Bottle,http://images.amazon.com/images/P/0446523569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446523569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446523569.01.LZZZZZZZ.jpg
141,446527793,Nicholas Sparks,novel,2003,Warner Books,The Guardian,http://images.amazon.com/images/P/0446527793.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527793.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527793.01.LZZZZZZZ.jpg
142,446531332,Nicholas Sparks,novel,2002,Warner Books,Nights in Rodanthe,http://images.amazon.com/images/P/0446531332.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446531332.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446531332.01.LZZZZZZZ.jpg
143,385420161,Laura Esquivel,novel,1992,Doubleday Books,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",http://images.amazon.com/images/P/0385420161.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385420161.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385420161.01.LZZZZZZZ.jpg
144,345339711,J.R.R. TOLKIEN,novel,1986,Del Rey,"The Two Towers (The Lord of the Rings, Part 2)",http://images.amazon.com/images/P/0345339711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339711.01.LZZZZZZZ.jpg
145,399147128,Nora Roberts,novel,2001,Putnam Publishing Group,The Villa,http://images.amazon.com/images/P/0399147128.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147128.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147128.01.LZZZZZZZ.jpg
146,316969443,James Patterson,novel,2001,"Little, Brown",Suzanne's Diary for Nicholas,http://images.amazon.com/images/P/0316969443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316969443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316969443.01.LZZZZZZZ.jpg
147,316693200,James Patterson,novel,2002,"Little, Brown",2nd Chance,http://images.amazon.com/images/P/0316693200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.LZZZZZZZ.jpg
148,64407667,Lemony Snicket,novel,1999,HarperCollins,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",http://images.amazon.com/images/P/0064407667.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064407667.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064407667.01.LZZZZZZZ.jpg
149,316776963,David Sedaris,novel,2001,Back Bay Books,Me Talk Pretty One Day,http://images.amazon.com/images/P/0316776963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.LZZZZZZZ.jpg
150,451181379,Dean R. Koontz,novel,1994,Signet Book,The Door to December,http://images.amazon.com/images/P/0451181379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.LZZZZZZZ.jpg
151,038529929X,Thomas Harris,history,1999,Del Sol Press,Hannibal,http://images.amazon.com/images/P/038529929X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038529929X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038529929X.01.LZZZZZZZ.jpg
152,743211383,Stephen King,history,2001,Scribner,Dreamcatcher,http://images.amazon.com/images/P/0743211383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743211383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743211383.01.LZZZZZZZ.jpg
153,451205421,Dean R. Koontz,history,2002,Signet Book,The Door to December,http://images.amazon.com/images/P/0451205421.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451205421.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451205421.01.LZZZZZZZ.jpg
154,440218535,Peter Hoeg,history,1997,Island,Smilla's Sense of Snow,http://images.amazon.com/images/P/0440218535.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440218535.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440218535.01.LZZZZZZZ.jpg
155,345391802,Douglas Adams,history,1995,Ballantine Books,The Hitchhiker's Guide to the Galaxy,http://images.amazon.com/images/P/0345391802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345391802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345391802.01.LZZZZZZZ.jpg
156,440219078,LOIS LOWRY,history,1994,Laure Leaf,The Giver (21st Century Reference),http://images.amazon.com/images/P/0440219078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440219078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440219078.01.LZZZZZZZ.jpg
157,451155750,Stephen King,history,2004,Signet Book,The Dead Zone,http://images.amazon.com/images/P/0451155750.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451155750.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451155750.01.LZZZZZZZ.jpg
158,786890436,Ellen Rimbauer,history,2002,Hyperion Press,The Diary of Ellen Rimbauer: My Life at Rose Red,http://images.amazon.com/images/P/0786890436.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786890436.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786890436.01.LZZZZZZZ.jpg
159,312853238,Orson Scott Card,history,1992,Tor Books,Ender's Game (Ender Wiggins Saga (Paperback)),http://images.amazon.com/images/P/0312853238.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312853238.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312853238.01.LZZZZZZZ.jpg
160,385493800,John Grisham,history,1999,Doubleday Books,The Testament,http://images.amazon.com/images/P/0385493800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385493800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385493800.01.LZZZZZZZ.jpg
161,440211727,JOHN GRISHAM,history,1992,Dell,A Time to Kill,http://images.amazon.com/images/P/0440211727.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211727.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211727.01.LZZZZZZZ.jpg
162,038533334X,Alice McDermott,history,1999,Delta,Charming Billy,http://images.amazon.com/images/P/038533334X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038533334X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038533334X.01.LZZZZZZZ.jpg
163,345404777,RICHARD NORTH PATTERSON,history,1999,Ballantine Books,No Safe Place,http://images.amazon.com/images/P/0345404777.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345404777.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345404777.01.LZZZZZZZ.jpg
164,440224829,DANIELLE STEEL,history,2000,"Random House, Inc.",Granny Dan,http://images.amazon.com/images/P/0440224829.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224829.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224829.01.LZZZZZZZ.jpg
165,553212583,EMILY BRONTE,history,1983,Bantam,Wuthering Heights,http://images.amazon.com/images/P/0553212583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553212583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553212583.01.LZZZZZZZ.jpg
166,425166619,Robin Cook,history,1999,Berkley Publishing Group,Toxin,http://images.amazon.com/images/P/0425166619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425166619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425166619.01.LZZZZZZZ.jpg
167,553561618,TAMI HOAG,history,1994,Bantam,Dark Paradise,http://images.amazon.com/images/P/0553561618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.LZZZZZZZ.jpg
